Crop,State,Crop_Year,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,cost_of_prod,Harvest_Price
Rice,Haryana,2021,1281000,4618005,3605,1940,1.925847458,1046.94,2913
Rice,Himachal Pradesh,2021,66167,167534.84,2532,1940,2.939745763,1413.33,2222.994667
Rice,Jammu And Kashmir,2021,268775,492933.35,1834,1940,2.869689266,1549.3,2168.224667
Rice,Jharkhand,2021,1445000,2930460,2028,1940,4.018644068,1517.99,2550.444
Rice,Karnataka,2021,1397900,4318379.1,3089,1940,3.780367232,1080.33,2759.275833
Rice,Kerala,2021,195735,486984.79,2488,1940,8.892090395,1363.74,2221.138
Rice,Madhya Pradesh,2021,2109000,4814847,2283,1940,2.906949153,1148.71,4303
Rice,Madhya Pradesh,2021,2109000,4814847,2283,1940,2.906949153,1148.71,2717
Rice,Madhya Pradesh,2021,2109000,4814847,2283,1940,2.906949153,1148.71,3329
Rice,Maharashtra,2021,1651750,3598081.1,2178,1940,3.662909605,1315.19,2707.821571
Rice,Manipur,2021,200030,567370.24,2836,1940,2.583022599,1433.8,2021.754667
Rice,Meghalaya,2021,108491,297324.59,2741,1940,9.194463277,1368.78,2061.618
Rice,Mizoram,2021,34907,60870.3,1744,1940,4.826723164,1613.38,2685.228
Rice,Nagaland,2021,122079,150665.16,1234,1940,2.868022599,1600.31,2201.854667
Rice,Odisha,2021,3947750,9290759.09,2353,1940,3.970112994,1132.81,3242.608198
Rice,Puducherry,2021,19132,57088.32,2984,1940,6.05759887,1201.38,1987.538
Rice,Punjab,2021,2969000,12885460,4340,1940,1.77740113,796.71,1893
Rice,Rajasthan,2021,196459,478574.12,2436,1940,1.599435028,1438.82,2175.294667
Rice,Sikkim,2021,8612,16026.93,1861,1940,8.748785311,1616.06,2867.208
Rice,Tamil Nadu,2021,2217270,7906618.61,3566,1940,3.979717514,1003.77,3082.536667
Rice,Telangana,2021,3654900,12409574.8,3395,1940,3.251638418,898.83,2808.743
Rice,Tripura,2021,255740,810945.5,3171,1940,5.003474576,999.39,1922.074667
Rice,Uttar Pradesh,2021,5703000,15271536,2678,1940,2.842146893,1056.95,3052.032389
Rice,Uttarakhand,2021,257000,716048,2786,1940,4.910141243,1400.84,2106.398
Rice,West Bengal,2021,5585753,16728662.1,2995,1940,5.570225989,914.54,2806.643056
Safflower,Andhra Pradesh,2021,1000,664,664,5441,3.265112994,3908.84,6993.74
Safflower,Bihar,2021,86,70,814,5441,4.190960452,3148.68,7303.09
Safflower,Chhattisgarh,2021,90,30,333,5441,3.365649718,4045.77,8637.49
Safflower,Jharkhand,2021,468,168,359,5441,4.018644068,4255.24,7455.99
Safflower,Karnataka,2021,42000,33978,809,5441,3.780367232,2129,5320.22
Safflower,Maharashtra,2021,27570,19051,691,5441,3.662909605,4491,5117.21
Safflower,Odisha,2021,630,390,619,5441,3.970112994,4221.25,7486.05
Safflower,Telangana,2021,7000,6909,987,5441,3.251638418,2834.16,5400.83
Safflower,West Bengal,2021,15,9,600,5441,5.570225989,4124.06,8066.11
Sannhemp,Bihar,2021,727,3259.38,807,5916.55,4.190960452,3572.8,4038.42
Sannhemp,Chhattisgarh,2021,640,2215.11,623,5916.55,3.365649718,4374.88,3170
Sannhemp,Jammu And Kashmir,2021,8,47.78,1075,5818.9,2.869689266,3172.5,8687.03
Sannhemp,Karnataka,2021,1600,3262.22,367,5916.55,3.780367232,4551.93,4182.71
Sannhemp,Odisha,2021,7150,36504.72,919,5914.9,3.970112994,3553.22,4983.71
Sannhemp,Rajasthan,2021,187,994.22,957,5914.9,1.599435028,3153.53,4901.08
Sannhemp,Uttar Pradesh,2021,2000,3033.33,273,5916.55,2.842146893,4585.98,4539.784167
Sannhemp,West Bengal,2021,297,1250.7,758,5916.55,5.570225989,3529.26,5376.67
Sesamum,Andaman And Nicobar Islands,2021,1.5,1,667,7307,0,5424.91,11871.31667
Sesamum,Andhra Pradesh,2021,40000,8600,215,7307,3.265112994,6000,8253.68
Sesamum,Arunachal Pradesh,2021,2190,1980,904,7307,5.32799435,3672.23,6912.63
Sesamum,Assam,2021,11637,7878,677,7307,4.238022599,4733.61,6865
Sesamum,Bihar,2021,1089,952,874,7307,4.190960452,3922.24,6893.95
Sesamum,Bihar,2021,1089,952,874,7307,4.190960452,3922.24,6893.95
Sesamum,Chhattisgarh,2021,15120,7227,478,7307,3.365649718,5535.33,7576.504
Sesamum,Gujarat,2021,208630,133732,641,7307,2.123700565,6194,7830
Sesamum,Haryana,2021,3340,1496,448,7307,1.925847458,5615.57,9138
Sesamum,Himachal Pradesh,2021,1746,515,295,7307,2.939745763,5891.48,11333
Sesamum,Jammu And Kashmir,2021,2516,1011,402,7307,2.869689266,5652.63,9308.38
Sesamum,Jharkhand,2021,5182,2166,418,7307,4.018644068,5023.47,11787
Sesamum,Karnataka,2021,31000,23374,754,7307,3.780367232,4396.87,7359.1
Sesamum,Kerala,2021,585,158,270,7307,8.892090395,4521.95,8827.85
Sesamum,Madhya Pradesh,2021,291000,122220,420,7307,2.906949153,3823,8430.5495
Sesamum,Maharashtra,2021,27790,5808,209,7307,3.662909605,5657.93,8259
Sesamum,Meghalaya,2021,2390,2249,941,7307,9.194463277,3693.78,7258.18
Sesamum,Mizoram,2021,938,570,608,7307,4.826723164,4356.41,9068
Sesamum,Nagaland,2021,1278,633,495,7307,2.868022599,5590.17,9634.52
Sesamum,Odisha,2021,24380,6046,248,7307,3.970112994,5302.23,6743
Sesamum,Puducherry,2021,534,488,914,7307,6.05759887,3694.56,6439
Sesamum,Punjab,2021,2900,1047,361,7307,1.77740113,5716.68,8860.4125
Sesamum,Rajasthan,2021,290157,76892,265,7307,1.599435028,5626,8427.822167
Sesamum,Tamil Nadu,2021,47470,27960,589,7307,3.979717514,4904.06,7169.482
Sesamum,Telangana,2021,34000,26044,766,7307,3.251638418,4322.59,7365.41
Sesamum,Tripura,2021,6363,4079,641,7307,5.003474576,4308.37,7227.43
Sesamum,Uttar Pradesh,2021,313000,70738,226,7307,2.842146893,4724,8382.228
Sesamum,Uttarakhand,2021,2000,528,264,7307,4.910141243,4518.15,9809.55
Sesamum,West Bengal,2021,259808,254352,979,7307,5.570225989,3203,7462.98
Small Millets,Andhra Pradesh,2021,14000,13006,929,5914.9,3.265112994,3268.13,4945.22
Small Millets,Assam,2021,4820,3200.48,664,5916.55,4.238022599,4196.06,3935.97
Small Millets,Bihar,2021,1699,1282.75,755,5916.55,4.190960452,3668.23,4625.88
Small Millets,Chhattisgarh,2021,52350,26230,501,5916.55,3.365649718,4425.67,4759.58
Small Millets,Gujarat,2021,11510,22881.88,1988,1933.46,2.123700565,1633.68,2395.016667
Small Millets,Himachal Pradesh,2021,1673,1137.64,680,5916.55,2.939745763,4273.95,4603.56
Small Millets,Jammu And Kashmir,2021,2123,857.69,404,5916.55,2.869689266,4418.16,5579.39
Small Millets,Karnataka,2021,29000,23867,823,5914.9,3.780367232,3674.91,4766.61
Small Millets,Kerala,2021,34,41,1206,5924.15,8.892090395,3955.94,7473.12
Small Millets,Madhya Pradesh,2021,89000,76540,860,5914.9,2.906949153,3413.57,5290.265833
Small Millets,Maharashtra,2021,60260,26032.32,432,5916.55,3.662909605,4457.06,4714.93
Small Millets,Meghalaya,2021,2923,2806.08,960,5914.9,9.194463277,3440.54,3990.55
Small Millets,Nagaland,2021,7411,7262.78,980,5927.82,2.868022599,3184.43,5058.45
Small Millets,Odisha,2021,38370,19607.07,511,5916.55,3.970112994,4323.08,4518.61
Small Millets,Rajasthan,2021,6703,4243,633,5916.55,1.599435028,4283.83,4922.931667
Small Millets,Tamil Nadu,2021,22980,29828.04,1298,5918.15,3.979717514,4416.36,5176.7
Small Millets,Telangana,2021,0,0,0,5916.55,3.251638418,4626.5,7498.75
Small Millets,Tripura,2021,1637,1329.24,812,5914.9,5.003474576,3432.55,4569.97
Small Millets,Uttar Pradesh,2021,7000,4634,662,5916.55,2.842146893,4344.26,4766.6
Small Millets,Uttarakhand,2021,47000,73273,1559,5002.23,4.910141243,2983.38,4433.58
Small Millets,West Bengal,2021,1288,1345.96,1045,5876,5.570225989,3470.01,4344.87
Soybean,Andhra Pradesh,2021,3000,4641,1547,3950,3.265112994,2184.04,2739.96
Soybean,Arunachal Pradesh,2021,3289,4713,1433,3950,5.32799435,2763.03,2735.99
Soybean,Bihar,2021,23434,17482,746,3950,4.190960452,2914.73,2502.71
Soybean,Chhattisgarh,2021,49720,31572,635,3950,3.365649718,2627.25,2669.4
Soybean,Gujarat,2021,224470,365886,1630,3950,2.123700565,2176.21,2956.4375
Soybean,Himachal Pradesh,2021,399,307,769,3950,2.939745763,2738.31,3193.52
Soybean,Jharkhand,2021,608,535,880,3950,4.018644068,2782.08,2880.44
Soybean,Karnataka,2021,381000,437007,1147,3950,3.780367232,2743.8,2933.3
Soybean,Madhya Pradesh,2021,5513000,5391714,978,3950,2.906949153,2092,3377.249262
Soybean,Maharashtra,2021,4595030,5500251,1197,3950,3.662909605,2796,3403.737595
Soybean,Manipur,2021,4900,3288,671,3950,2.583022599,2844.07,2815.33
Soybean,Meghalaya,2021,1888,3629,1922,3950,9.194463277,2745.77,2808.34
Soybean,Mizoram,2021,1426,2183,1531,3950,4.826723164,2524.24,2966.32
Soybean,Nagaland,2021,7042,8324,1182,3950,2.868022599,2692.6,2793.82
Soybean,Rajasthan,2021,1155195,925311,801,3950,1.599435028,3102,2693.9775
Soybean,Sikkim,2021,2942,2871,976,3950,8.748785311,3067.44,2783.11
Soybean,Telangana,2021,155000,268305,1731,3950,3.251638418,2070.71,3023.83
Soybean,Uttar Pradesh,2021,17000,8857,521,3950,2.842146893,2867.85,2739.25
Soybean,Uttarakhand,2021,7000,9660,1380,3950,4.910141243,2738.66,2835.65
Soybean,West Bengal,2021,233,186,798,3950,5.570225989,3083.04,2984.86
Sugarcane,Andaman And Nicobar Islands,2021,144.94,2905,20043,290,0,657.07,2233.84
Sugarcane,Andhra Pradesh,2021,47000,3645414,77562,290,3.265112994,192,331.11
Sugarcane,Arunachal Pradesh,2021,2148,46289,21550,290,5.32799435,656.32,2378.04
Sugarcane,Assam,2021,29768,1160029,38969,290,4.238022599,610.73,1458
Sugarcane,Bihar,2021,211164,12025579,56949,290,4.190960452,139.68,600.31
Sugarcane,Chhattisgarh,2021,34940,1958038,56040,290,3.365649718,188.97,515.86
Sugarcane,Goa,2021,534,35336,66172,290,10.84036723,167.72,300
Sugarcane,Gujarat,2021,222960,17459106,78306,290,2.123700565,147.47,356.38
Sugarcane,Haryana,2021,107700,8822569,81918,290,1.925847458,144.4,399
Sugarcane,Himachal Pradesh,2021,1491,22648,15190,290,2.939745763,659.26,1415.81
Sugarcane,Jammu And Kashmir,2021,0,0,0,290,2.869689266,1410.85,1606.39
Sugarcane,Karnataka,2021,637000,61152000,96000,290,3.780367232,126,379.54
Sugarcane,Kerala,2021,915,10432,11401,290,8.892090395,656.32,1772.8
Sugarcane,Madhya Pradesh,2021,93000,5379120,57840,290,2.906949153,164.51,609.55
Sugarcane,Maharashtra,2021,1261700,116076400,92000,290,3.662909605,146,371.37
Sugarcane,Manipur,2021,4940,279411,56561,290,2.583022599,195.66,1197
Sugarcane,Meghalaya,2021,132,396,3000,290,9.194463277,653.15,1745.69
Sugarcane,Mizoram,2021,1287,36948,28709,290,4.826723164,639.65,1946
Sugarcane,Nagaland,2021,3645,104593,28695,290,2.868022599,659.12,2474.34
Sugarcane,Odisha,2021,7050,397606,56398,290,3.970112994,169.78,395
Sugarcane,Puducherry,2021,0,0,0,290,6.05759887,1428.52,2140.55
Sugarcane,Punjab,2021,86800,7130880,82153,290,1.77740113,146.52,311
Sugarcane,Rajasthan,2021,4238,321431,75845,290,1.599435028,194.31,490.86
Sugarcane,Tamil Nadu,2021,147990,16166428,109240,290,3.979717514,214,3379.54
Sugarcane,Telangana,2021,28000,2864568,102306,290,3.251638418,202.84,341.77
Sugarcane,Tripura,2021,880,48414,55016,290,5.003474576,167.72,847.2
Sugarcane,Uttar Pradesh,2021,2177000,179167100,82300,290,2.842146893,157,361.61
Sugarcane,Uttarakhand,2021,44000,3520000,80000,290,4.910141243,139,329.46
Sugarcane,West Bengal,2021,18981,1591253,83834,290,5.570225989,163.88,338.34
Sunflower,Andhra Pradesh,2021,20000,12105,605,6015,3.265112994,4348.7,5087.23
Sunflower,Arunachal Pradesh,2021,665,555,835,6015,5.32799435,3405.59,6901.99
Sunflower,Bihar,2021,6359,9042,1422,6015,4.190960452,4242.15,4824.16
Sunflower,Chhattisgarh,2021,30,16,533,6015,3.365649718,4463.44,9893.21
Sunflower,Gujarat,2021,0,0,0,6015,2.123700565,4604.79,7151.06
Sunflower,Haryana,2021,13020,18137,1393,6015,1.925847458,3791.08,5204.673333
Sunflower,Jharkhand,2021,427,239,560,6015,4.018644068,4407.16,7209.02
Sunflower,Karnataka,2021,162000,136290,841,6015,3.780367232,3795.44,5332.468333
Sunflower,Kerala,2021,4,1,250,6015,8.892090395,4159.7,8257.73
Sunflower,Maharashtra,2021,19950,11766,590,6015,3.662909605,4421.9,5074
Sunflower,Nagaland,2021,110,124,1127,6015,2.868022599,3387.06,8667.25
Sunflower,Odisha,2021,15340,19094,1245,6015,3.970112994,4225.56,4868.67
Sunflower,Punjab,2021,1300,2184,1680,6015,1.77740113,3774.39,4635.134
Sunflower,Tamil Nadu,2021,5580,5472,981,6015,3.979717514,3483.82,5040.24
Sunflower,Telangana,2021,18000,24480,1360,6015,3.251638418,4102.22,5257.63
Sunflower,Uttar Pradesh,2021,4000,5368,1342,6015,2.842146893,3963.49,4564.06
Sunflower,West Bengal,2021,4357,5307,1218,6015,5.570225989,4000.58,3884.65
Tobacco,Andhra Pradesh,2021,57000,132297,2321,2053,3.265112994,1310.36,7656.036667
Tobacco,Assam,2021,96,56.16,585,5765.65,4.238022599,4299.93,8545
Tobacco,Bihar,2021,10282,18086.04,1759,2092.45,4.190960452,1592.42,10157.29667
Tobacco,Chhattisgarh,2021,40,23,575,5765.65,3.365649718,4257.56,17623
Tobacco,Gujarat,2021,191640,452078.76,2359,1994.6,2.123700565,1365.53,5978
Tobacco,Karnataka,2021,80000,63440,793,5766.25,3.780367232,3820.77,12537.21667
Tobacco,Kerala,2021,3,5,1667,4488.04,8.892090395,2960.53,15015.74
Tobacco,Maharashtra,2021,530,797.65,1505,5680.35,3.662909605,4087.89,13716.85
Tobacco,Meghalaya,2021,807,806.19,999,5728.75,9.194463277,3448.31,13396.85
Tobacco,Mizoram,2021,274,150.97,551,5765.65,4.826723164,4117.31,39172
Tobacco,Odisha,2021,50,30,600,5765.65,3.970112994,4307.98,16284.97
Tobacco,Tamil Nadu,2021,1540,2348.5,1525,5458.5,3.979717514,3734.04,13442.74
Tobacco,Telangana,2021,3000,6648,2216,2053,3.251638418,1346.18,7676.54
Tobacco,Uttar Pradesh,2021,28000,123032,4394,2053,2.842146893,1163.34,7139.546667
Tobacco,West Bengal,2021,12560,17458.4,1390,5715.4,5.570225989,3857.35,25206.77667
Tur,Andaman And Nicobar Islands,2021,2.1,0.21,100,6300,0,5237.19,8972.066667
Tur,Andhra Pradesh,2021,251000,68021,271,6300,3.265112994,5152.94,7605.6825
Tur,Arunachal Pradesh,2021,854,750.67,879,6300,5.32799435,3532.82,6231.52
Tur,Assam,2021,5810,4984.98,858,6300,4.238022599,3721.27,4720.33
Tur,Bihar,2021,12987,20870.11,1607,6300,4.190960452,4220.96,5135.64
Tur,Chhattisgarh,2021,43440,24934.56,574,6300,3.365649718,5053.46,5695.645833
Tur,Gujarat,2021,250840,291225.24,1161,6300,2.123700565,3787.96,5642.369667
Tur,Haryana,2021,1150,1358.15,1181,6300,1.925847458,3989.76,4621.61
Tur,Himachal Pradesh,2021,15,13.13,875,6300,2.939745763,3689.78,10622.31
Tur,Jharkhand,2021,253639,286358.43,1129,6300,4.018644068,3950.7,5424.13
Tur,Karnataka,2021,1719000,1144854,666,6300,3.780367232,3339.47,5761.795
Tur,Kerala,2021,181,299.01,1652,6300,8.892090395,4025.64,6804.52
Tur,Madhya Pradesh,2021,225000,189900,844,6300,2.906949153,3785.84,6131.37
Tur,Maharashtra,2021,1335100,1391174.2,1042,6300,3.662909605,2926.65,5174.539333
Tur,Manipur,2021,550,540.1,982,6300,2.583022599,3571.5,8302.32
Tur,Meghalaya,2021,1192,1555.56,1305,6300,9.194463277,4109.45,4297.36
Tur,Mizoram,2021,372,380.18,1022,6300,4.826723164,3640.78,6932.23
Tur,Nagaland,2021,433,381.04,880,6300,2.868022599,3699.21,8335.15
Tur,Odisha,2021,126060,130598.16,1036,6300,3.970112994,3557.19,5605.5
Tur,Punjab,2021,1400,1419.6,1014,6300,1.77740113,3695.43,4819.861667
Tur,Rajasthan,2021,7362,6736.23,915,6300,1.599435028,3675.34,5987.395
Tur,Tamil Nadu,2021,48310,45218.16,936,6300,3.979717514,3743.01,5588.26
Tur,Telangana,2021,314000,241466,769,6300,3.251638418,4092.51,6043.92
Tur,Tripura,2021,5274,4129.54,783,6300,5.003474576,3690.01,4484.66
Tur,Uttar Pradesh,2021,290000,354670,1223,6300,2.842146893,3419.91,5715.665
Tur,Uttarakhand,2021,3000,3198,1066,6300,4.910141243,3604.52,3688.73
Tur,West Bengal,2021,3286,5155.73,1569,6300,5.570225989,4097.73,3728.68
Urad,Andaman And Nicobar Islands,2021,412.6,165.04,400,6300,0,5125.77,9155.176667
Urad,Andhra Pradesh,2021,401000,424683,1059,6300,3.265112994,2018,6020.934167
Urad,Arunachal Pradesh,2021,2641,2515.28,952,6300,5.32799435,3386.37,4262.67
Urad,Assam,2021,57010,37683.61,661,6300,4.238022599,4473.72,5433.97
Urad,Bihar,2021,6425,5975.25,930,6300,4.190960452,3552.11,5208.77
Urad,Chhattisgarh,2021,70040,25800.46,368,6300,3.365649718,5078.4,6462.587167
Urad,Gujarat,2021,180370,130005.51,721,6300,2.123700565,4905.23,6390.494667
Urad,Haryana,2021,250,127.25,509,6300,1.925847458,4966.56,10082.03
Urad,Himachal Pradesh,2021,6353,4567.81,719,6300,2.939745763,4863.94,5642.298333
Urad,Jammu And Kashmir,2021,0,0,0,6300,2.869689266,5412.95,9079.63
Urad,Jharkhand,2021,133325,120392.48,903,6300,4.018644068,3427.27,5991.575
Urad,Karnataka,2021,79000,39091,495,6300,3.780367232,4996.32,6082.456667
Urad,Kerala,2021,398,312.86,786,6300,8.892090395,3715.97,7220.66
Urad,Madhya Pradesh,2021,1617000,884599,547,6300,2.906949153,3176,6588.198
Urad,Maharashtra,2021,436310,211196.59,484,6300,3.662909605,6264,6458.663333
Urad,Manipur,2021,1330,1270.15,955,6300,2.583022599,3579.03,4998.405
Urad,Nagaland,2021,193,180.07,933,6300,2.868022599,3605.39,8777.75
Urad,Odisha,2021,92010,31256.03,340,6300,3.970112994,5052,6076.01
Urad,Puducherry,2021,485,347.06,716,6300,6.05759887,3983.35,7209.4
Urad,Punjab,2021,1600,705.6,441,6300,1.77740113,5096.68,7840.276667
Urad,Rajasthan,2021,424857,155497.66,366,6300,1.599435028,4727.88,7391.630833
Urad,Sikkim,2021,2851,2688.49,943,6300,8.748785311,3444.76,4243.52
Urad,Tamil Nadu,2021,407250,268718.7,660,6300,3.979717514,4530,5948.515833
Urad,Telangana,2021,58000,65553,1130,6300,3.251638418,3635.95,6116.335
Urad,Tripura,2021,7333,5284.67,721,6300,5.003474576,3970.22,5372.43
Urad,Uttar Pradesh,2021,561000,291504,520,6300,2.842146893,4125,6894.257167
Urad,Uttarakhand,2021,13000,15639,1203,6300,4.910141243,3826.49,5192.28
Urad,West Bengal,2021,73027,50165.44,687,6300,5.570225989,4022.94,5463.43
Wheat,Arunachal Pradesh,2021,4010,7915.74,1974,2015,5.32799435,1569.04,2866.49
Wheat,Assam,2021,9117,11378.02,1248,2015,4.238022599,1754.99,2770
Wheat,Bihar,2021,2238765,6223766.7,2780,2015,4.190960452,1024,3278.632
Wheat,Chandigarh,2021,547,2735,5000,2015,2.313559322,1116.61,1950
Wheat,Chhattisgarh,2021,156120,191871.48,1229,2015,3.365649718,1671.9,2193.06
Wheat,Delhi,2021,18090,81405,4500,2015,2.746836158,1128.44,2800
Wheat,Gujarat,2021,1040000,3333200,3205,2015,2.123700565,1168,1775
Wheat,Haryana,2021,2304700,10447205.1,4533,2015,1.925847458,824,2085.48
Wheat,Himachal Pradesh,2021,320219,548855.37,1714,2015,2.939745763,1563,2387
Wheat,Jammu And Kashmir,2021,282775,584213.15,2066,2015,2.869689266,1411.25,2185.31
Wheat,Jharkhand,2021,227558,519287.36,2282,2015,4.018644068,1212,2168.57
Wheat,Karnataka,2021,165000,212355,1287,2015,3.780367232,1675.68,2290.71
Wheat,Ladakh,2021,4399.05,7038.48,1600,2015,1.052090395,1581.82,2164.56
Wheat,Madhya Pradesh,2021,6500000,22977500,3535,2015,2.906949153,897,2741.473333
Wheat,Maharashtra,2021,1132250,2144481.5,1894,2015,3.662909605,1846,1781
Wheat,Manipur,2021,2300,5651.1,2457,2015,2.583022599,1344.93,2117.09
Wheat,Meghalaya,2021,464,897.84,1935,2015,9.194463277,1569.04,2390.78
Wheat,Nagaland,2021,1392,2349.7,1688,2015,2.868022599,1573.75,2050.76
Wheat,Odisha,2021,180,306.9,1705,2015,3.970112994,1582.72,1986
Wheat,Punjab,2021,3525000,14861400,4216,2015,1.77740113,690,1921
Wheat,Rajasthan,2021,2580000,10095540,3913,2015,1.599435028,956,2288.98
Wheat,Sikkim,2021,103,118.97,1155,2015,8.748785311,1764.73,2405.05
Wheat,Telangana,2021,7000,14063,2009,2015,3.251638418,1486.85,2329.36
Wheat,Tripura,2021,28,57.99,2071,2015,5.003474576,1479.81,2554.496667
Wheat,Uttar Pradesh,2021,9420000,33949680,3604,2015,2.842146893,992,2661.033333
Wheat,Uttarakhand,2021,298000,863008,2896,2015,4.910141243,968,2110.66
Wheat,West Bengal,2021,220507,655787.82,2974,2015,5.570225989,1150.79,2061.31
Bajra,Andhra Pradesh,2022,25000,50675,2027,2350,2.964078212,1538.23,1694
Bajra,Bihar,2022,2352,2681.28,1140,2350,2.71952514,1769.77,2219.32
Bajra,Chhattisgarh,2022,100,45.8,458,2350,3.823044693,1885.45,3931
Bajra,Dadra And Nagar Haveli,2022,496,753.42,1519,2350,9.703826816,1674,2580.78
Bajra,Delhi,2022,1430,4647.5,3250,2350,1.867430168,1208.54,2401.11
Bajra,Gujarat,2022,501960,1293682.28,2577,2350,2.550865922,1067,2313.39
Bajra,Haryana,2022,526250,1199850,2280,2350,1.895642458,1124,2222.94
Bajra,Himachal Pradesh,2022,539,258.72,480,2350,3.112765363,1813.63,3482.69
Bajra,Jammu And Kashmir,2022,17583,10321.22,587,2350,3.155307263,1813.63,2417.48
Bajra,Jharkhand,2022,235,136.3,580,2350,2.874944134,1804.4,2668.1
Bajra,Karnataka,2022,128000,177400,1386,2350,4.063882682,1692.87,2520.89
Bajra,Karnataka,2022,128000,177400,1386,2350,4.063882682,1692.87,2520.89
Bajra,Kerala,2022,8,12,1500,2350,7.651480447,1678.92,2742.63
Bajra,Madhya Pradesh,2022,363000,943437,2599,2350,3.631955307,1219.73,2358.715
Bajra,Maharashtra,2022,433800,467931,1079,2350,3.789162011,2245,2377.35
Bajra,Nagaland,2022,2051,2206.88,1076,2350,4.46226257,1873.89,2677.85
Bajra,Odisha,2022,1800,1139.4,633,2350,3.92849162,1852.38,2898.15
Bajra,Puducherry,2022,27,70.01,2593,2350,3.568184358,1326.75,2626.135
Bajra,Punjab,2022,600,414,690,2350,1.930083799,1729.92,2527.3
Bajra,Rajasthan,2022,4571012,5105015.54,1117,2350,1.772821229,1199,3057.107524
Bajra,Tamil Nadu,2022,45090,113382.71,2515,2350,3.137206704,1308.43,2484.33
Bajra,Telangana,2022,4000,11808,2952,2350,3.68896648,1294.95,2728.345
Bajra,Uttar Pradesh,2022,947000,2045520,2160,2350,2.327988827,844,2254.07
Bajra,West Bengal,2022,70,29.75,425,2350,4.293156425,1838.77,3509.85
Barley,Bihar,2022,7206,12444.76,1727,1735,2.71952514,1702.72,2387.19
Barley,Chhattisgarh,2022,810,746.82,922,1735,3.823044693,1925.86,2952
Barley,Delhi,2022,50,200,4000,1735,1.867430168,1067.93,1592.07
Barley,Haryana,2022,12870,45984.51,3573,1735,1.895642458,1076.29,1809.14
Barley,Himachal Pradesh,2022,17245,27229.86,1579,1735,3.112765363,1700.37,2348.22
Barley,Jammu And Kashmir,2022,6881,4555.22,662,1735,3.155307263,1827.01,2398.11
Barley,Ladakh,2022,10098.97,17087.46,1692,1735,1.024581006,1698.2,2367.1
Barley,Madhya Pradesh,2022,24000,38712,1613,1735,3.631955307,1745.51,2395.03
Barley,Punjab,2022,5000,19295,3859,1735,1.930083799,1072.73,1728
Barley,Rajasthan,2022,330754,1125555.86,3403,1735,1.772821229,954,1993.4
Barley,Sikkim,2022,290,340.75,1175,1735,10.0423743,1871.38,2595.49
Barley,Uttar Pradesh,2022,193000,592124,3068,1735,2.327988827,951,1892.1
Barley,Uttarakhand,2022,20000,28420,1421,1735,4.435363128,1751.06,2670.25
Barley,West Bengal,2022,120,223.2,1860,1735,4.293156425,1688.97,2417.67
Castorseed,Andhra Pradesh,2022,46000,14214,309,5988.9,2.964078212,4532.62,4707
Castorseed,Assam,2022,1000,495,495,5988.9,6.531815642,4054.35,8146
Castorseed,Bihar,2022,120,117,975,5928.85,2.71952514,3172.84,8696.24
Castorseed,Gujarat,2022,715550,1602832,2240,2066.08,2.550865922,1325.78,5503
Castorseed,Haryana,2022,560,441.84,789,5988.9,1.895642458,3681.32,7255.923333
Castorseed,Jharkhand,2022,282,139.87,496,5988.9,2.874944134,4460.67,8835.03
Castorseed,Karnataka,2022,3000,1893,631,5988.9,4.063882682,4372.37,4447.95
Castorseed,Madhya Pradesh,2022,1000,468,468,5988.9,3.631955307,4506.74,5025
Castorseed,Maharashtra,2022,3100,1063.3,343,5988.9,3.789162011,4669.42,5447
Castorseed,Meghalaya,2022,73,64.97,890,5961.85,14.45391061,3463.46,7427.44
Castorseed,Nagaland,2022,2,1,500,5988.9,4.46226257,4301.66,8082.62
Castorseed,Odisha,2022,7050,4476.75,635,5988.9,3.92849162,4460.16,4936.62
Castorseed,Rajasthan,2022,230722,346775.17,1503,5850.25,1.772821229,3314.34,5234.985
Castorseed,Tamil Nadu,2022,5820,1815.84,312,5988.9,3.137206704,4603.55,5233
Castorseed,Telangana,2022,5000,4920,984,5976.42,3.68896648,3601.89,4505.31
Cotton,Andhra Pradesh,2022,704000,1540517.65,372,6080,2.964078212,3769,7774
Cotton,Assam,2022,1000,511.76,87,6080,6.531815642,4278.38,5132
Cotton,Chhattisgarh,2022,5000,9441.18,321,6080,3.823044693,4833.7,5462.664667
Cotton,Gujarat,2022,2483732,8795333.32,602,6080,2.550865922,3182,4310
Cotton,Gujarat,2022,2483732,8795333.32,602,6080,2.550865922,3182,7549
Cotton,Haryana,2022,574610,1000497.41,296,6080,1.895642458,3378,8793
Cotton,Haryana,2022,574610,1000497.41,296,6080,1.895642458,3378,8542
Cotton,Karnataka,2022,949000,2567882.35,460,6080,4.063882682,3454,6551.054333
Cotton,Karnataka,2022,949000,2567882.35,460,6080,4.063882682,3454,6551.054333
Cotton,Kerala,2022,5,17.32,589,6080,7.651480447,4040.78,9532.97
Cotton,Madhya Pradesh,2022,595000,1433250,410,6080,3.631955307,4177,7102
Cotton,Maharashtra,2022,4182440,8315674.82,338,6080,3.789162011,4201,7104.058333
Cotton,Meghalaya,2022,2142,1814.4,144,6080,14.45391061,4278.38,5181.699167
Cotton,Mizoram,2022,9,17.47,330,6080,5.506089385,4227.84,9703.6
Cotton,Nagaland,2022,5,17.65,600,6080,4.46226257,4278.51,9251.38
